Symbol,Name,Exchange
300373.XSHE,YANGZHOU YANGJIE ELECTRONIC TECHNOLOGY,Shenzhen
300377.XSHE,SHENZHEN YSSTECH INFO-TECH,Shenzhen
300378.XSHE,DIGIWIN,Shenzhen
300380.XSHE,SHANGHAI AMARSOFT INFORMATION & TECH,Shenzhen
300382.XSHE,SUZHOU SLAC PRECISION EQUIPMENT,Shenzhen
300383.XSHE,BEIJING SINNET TECHNOLOGY,Shenzhen
300384.XSHE,BEIJING SANLIAN HOPE SHIN-GOSEN TECH,Shenzhen
300386.XSHE,FEITIAN TECHNOLOGIES,Shenzhen
300388.XSHE,CECEP GUOZHEN ENV PROTECTION TECH,Shenzhen
300389.XSHE,SHENZHEN ABSEN OPTOELECTRONIC,Shenzhen
300390.XSHE,CANMAX TECHNOLOGIES,Shenzhen
300393.XSHE,JOLYWOOD(SUZHOU)SUNWATT,Shenzhen
300394.XSHE,SUZHOU TFC OPTICAL COMMUNICATION,Shenzhen
300395.XSHE,HUBEI FEILIHUA QUARTZ GLASS,Shenzhen
300397.XSHE,XI'AN TIANHE DEFENSE TECHNOLOGY,Shenzhen
300398.XSHE,PHICHEM CORPORATION,Shenzhen
300399.XSHE,JIANGXI TIANLI TECHNOLOGY,Shenzhen
300400.XSHE,SHENZHEN JT AUTOMATION EQUIPMENT,Shenzhen
300401.XSHE,ZHEJIANG GARDEN BIOPHARMACEUTICAL,Shenzhen
300403.XSHE,HANYU GROUP JOINT-STOCK,Shenzhen
300406.XSHE,BEIJING STRONG BIOTECHNOLOGIES,Shenzhen
300408.XSHE,CHAOZHOU THREE-CIRCLE GROUP,Shenzhen
300409.XSHE,GUANGDONG DOWSTONE TECHNOLOGY,Shenzhen
300411.XSHE,ZHEJIANG JINDUN FANS,Shenzhen
300413.XSHE,MANGO EXCELLENT MEDIA,Shenzhen
300415.XSHE,YIZUMI HOLDINGS,Shenzhen
300416.XSHE,SUZHOU SUSHI TESTING GROUP,Shenzhen
300418.XSHE,KUNLUN TECH,Shenzhen
300421.XSHE,JIANGSU LIXING GENERAL STEEL BALL,Shenzhen
300428.XSHE,LIZHONG SITONG LIGHT ALLOYS GROUP,Shenzhen
300429.XSHE,CHANGZHOU TRONLY NEW ELECTRONIC MATL,Shenzhen
300430.XSHE,BEIJING CHIEFTAIN CONTROL TECHNOLOGY GP,Shenzhen
300432.XSHE,FULIN PRECISION,Shenzhen
300433.XSHE,LENS TECHNOLOGY,Shenzhen
300435.XSHE,HANGZHOU ZHONGTAI CRYOGENIC TECH CORP,Shenzhen
300436.XSHE,FUJIAN COSUNTER PHARMACEUTICAL,Shenzhen
300438.XSHE,GUANGZHOU GREAT POWER ENERGY&TECHNOLOGY,Shenzhen
300440.XSHE,CHENGDU YUNDA TECHNOLOGY,Shenzhen
300441.XSHE,NINGBO BAOSI ENERGY EQUIPMENT,Shenzhen
300442.XSHE,RANGE INTELLIGENT COMPUTING TECH GP,Shenzhen
300443.XSHE,JINLEI TECHNOLOGY,Shenzhen
300444.XSHE,BEIJING SOJO ELECTRIC,Shenzhen
300446.XSHE,AEROSPACE INTELLIGENT MFG TECH,Shenzhen
300450.XSHE,WUXI LEAD INTELLIGENT EQUIPMENT,Shenzhen
300451.XSHE,B-SOFT,Shenzhen
300454.XSHE,SANGFOR TECHNOLOGIES INC,Shenzhen
300455.XSHE,BEIJING AEROSPACE SHENZHOU INTEL EQPT,Shenzhen
300456.XSHE,SAI MICROELECTRONICS INC,Shenzhen
300457.XSHE,SHENZHEN YINGHE TECHNOLOGY,Shenzhen
300458.XSHE,ALLWINNER TECHNOLOGY,Shenzhen
300459.XSHE,ZHEJIANG JINKE TOM CULTURE INDUSTRY,Shenzhen
300463.XSHE,MACCURA BIOTECHNOLOGY,Shenzhen
300465.XSHE,GLOBAL INFOTECH,Shenzhen
300466.XSHE,SAIMO TECHNOLOGY,Shenzhen
300468.XSHE,SHENZHEN FORMS SYNTRON INFORMAITON,Shenzhen
300469.XSHE,TRANSPORTATION TELECOM & INFO DEV,Shenzhen
300470.XSHE,SINOSEAL HOLDING,Shenzhen
300474.XSHE,CHANGSHA JINGJIA MICROELECTRONICS,Shenzhen
300475.XSHE,SHANNON SEMICONDUCTOR TECHNOLOGY,Shenzhen
300476.XSHE,VICTORY GIANT TECHNOLOGY HUIZHOU,Shenzhen
300480.XSHE,GL TECH,Shenzhen
300481.XSHE,PUYANG HUICHENG ELECTRONIC MATERIAL,Shenzhen
300482.XSHE,GUANGZHOU WONDFO BIOTECH,Shenzhen
300485.XSHE,BEIJING SCIENCE SUN PHARMACEUTICAL,Shenzhen
300486.XSHE,OMH SCIENCE GROUP,Shenzhen
300487.XSHE,"SUNRESIN NEW MATERIALS, XI'AN",Shenzhen
300488.XSHE,EST TOOLS,Shenzhen
300489.XSHE,OPTICS TECHNOLOGY HOLDING,Shenzhen
300492.XSHE,HUATU CENDES,Shenzhen
300493.XSHE,SHANGHAI FORTUNE TECHGROUP,Shenzhen
300494.XSHE,HUBEI CENTURY NETWORK TECHNOLOGY,Shenzhen
300496.XSHE,THUNDER SOFTWARE TECHNOLOGY,Shenzhen
300497.XSHE,JIANGXI FUSHINE PHARMACEUTICAL,Shenzhen
300498.XSHE,WENS FOODSTUFF GROUP,Shenzhen
300499.XSHE,GUANGZHOU GOALAND ENERGY CONSERV TECH,Shenzhen
300502.XSHE,EOPTOLINK TECHNOLOGY,Shenzhen
300503.XSHE,GUANGZHOU HAOZHI INDUSTRIAL,Shenzhen
300505.XSHE,KUNMING CHUAN JIN NUO CHEMICAL,Shenzhen
300507.XSHE,JIANGSU OLIVE SENSORS HIGH-TECH,Shenzhen
300516.XSHE,HUBEI JIUZHIYANG INFRARED SYSTEM,Shenzhen
300520.XSHE,GUOCHUANG SOFTWARE,Shenzhen
300523.XSHE,BEIJING GLOBAL SAFETY TECHNOLOGY,Shenzhen
300525.XSHE,FUJIAN BOSS SOFTWARE CORP,Shenzhen
300528.XSHE,OMNIJOI MEDIA,Shenzhen
300529.XSHE,JAFRON BIOMEDICAL,Shenzhen
300530.XSHE,HUNAN LEAD POWER TECHNOLOGY GROUP,Shenzhen
300531.XSHE,UROVO TECHNOLOGY,Shenzhen
300532.XSHE,NEW TREND INTERNATIONAL LOGIS-TECH,Shenzhen
300533.XSHE,SHENZHEN BINGCHUAN NETWORK,Shenzhen
300537.XSHE,JIANGSU KUANGSHUN PHOTOSENS NEW-MATL,Shenzhen
300539.XSHE,NINGBO HENGHE PRECISION INDUSTRY,Shenzhen
300541.XSHE,BEIJING ADVANCED DIGITAL TECHNOLOGY,Shenzhen
300542.XSHE,BRILLIANCE TECHNOLOGY,Shenzhen
300545.XSHE,SHENZHEN LIANDE AUTOMATIC EQUIPMENT,Shenzhen
300546.XSHE,SHENZHEN EMPEROR TECHNOLOGY,Shenzhen
300547.XSHE,SICHUAN CHUANHUAN TECHNOLOGY,Shenzhen
300548.XSHE,EVERPROX TECHNOLOGIES,Shenzhen
300552.XSHE,VANJEE TECHNOLOGY,Shenzhen
300558.XSHE,BETTA PHARMACEUTICALS,Shenzhen
300559.XSHE,CHENGDU JIAFAANTAI EDUCATION TECHNOLOGY,Shenzhen
300563.XSHE,SHENYU COMMUNICATION TECHNOLOGY,Shenzhen
300566.XSHE,NINGBO EXCITON TECHNOLOGY,Shenzhen
300567.XSHE,WUHAN JINGCE ELECTRONIC GROUP,Shenzhen
300568.XSHE,SHENZHEN SENIOR TECHNOLOGY MATERIAL,Shenzhen
300569.XSHE,QINGDAO TIANNENG HEAVY INDUSTRIES,Shenzhen
300570.XSHE,T&S COMMUNICATIONS,Shenzhen
300572.XSHE,SHENZHEN ANCHE TECHNOLOGIES,Shenzhen
300573.XSHE,SHENYANG XINGQI PHARMACEUTICAL,Shenzhen
300576.XSHE,SHENZHEN RONGDA PHOTOSENSITIVE & TECH,Shenzhen
300577.XSHE,ANHUI KORRUN,Shenzhen
300579.XSHE,BEIJING CERTIFICATE AUTHORITY,Shenzhen
300580.XSHE,BEST PRECISION MACHINERY,Shenzhen
300581.XSHE,XI'AN CHENXI AVIATION TECHNOLOGY CORP,Shenzhen
300584.XSHE,NANJING HICIN PHARMACEUTICAL,Shenzhen
300586.XSHE,MALION NEW MATERIALS,Shenzhen
300587.XSHE,ZHEJIANG TIANTIE SCIENCE & TECHNOLOGY,Shenzhen
300589.XSHE,JIANGLONG SHIPBUILDING,Shenzhen
300590.XSHE,QUECLINK WIRELESS SOLUTIONS,Shenzhen
300592.XSHE,HUAKAI YIBAI TECHNOLOGY,Shenzhen
300593.XSHE,BEIJING RELPOW TECHNOLOGY,Shenzhen
300595.XSHE,OVCTEK CHINA INC,Shenzhen
300596.XSHE,RIANLON CORPORATION,Shenzhen
300598.XSHE,ARCHERMIND TECHNOLOGY,Shenzhen
300601.XSHE,SHENZHEN KANGTAI BIOLOGICAL PRODUCTS,Shenzhen
300602.XSHE,SHENZHEN FRD SCIENCE & TECHNOLOGY,Shenzhen
300603.XSHE,LEON TECHNOLOGY,Shenzhen
300604.XSHE,HANGZHOU CHANG CHUAN TECHNOLOGY,Shenzhen
300607.XSHE,GUANGDONG TOPSTAR TECHNOLOGY,Shenzhen
300611.XSHE,ZHEJIANG MEILI HIGH TECHNOLOGY,Shenzhen
300613.XSHE,SHANGHAI FULLHAN MICROELECTRONICS,Shenzhen
300617.XSHE,JIANGSU AUKURA INTELLIGENT POWER,Shenzhen
300618.XSHE,NANJING HANRUI COBALT,Shenzhen
300619.XSHE,FOSHAN GOLDEN MILKY WAY INTEL EQPT,Shenzhen
300620.XSHE,ADVANCED FIBER RESOURCES (ZHUHAI),Shenzhen
300622.XSHE,DOCTORGLASSES CHAIN,Shenzhen
300623.XSHE,JIANGSU JIEJIE MICROELECTRONICS,Shenzhen
300624.XSHE,WONDERSHARE TECHNOLOGY GROUP,Shenzhen
300627.XSHE,SHANGHAI HUACE NAVIGATION TECHNOLOGY,Shenzhen
300628.XSHE,YEALINK (XIAMEN) NETWORK TECHNOLOGY,Shenzhen
300629.XSHE,GUANGDONG KINGSTRONG TECHNOLOGY,Shenzhen
300633.XSHE,SONOSCAPE MEDICAL CORP,Shenzhen
300634.XSHE,RICHINFO TECHNOLOGY,Shenzhen
300638.XSHE,FIBOCOM WIRELESS INC,Shenzhen
300641.XSHE,JIANGSU ZHENGDAN CHEMICAL INDUSTRY,Shenzhen
300643.XSHE,HAMATON AUTOMOTIVE TECHNOLOGY,Shenzhen
300648.XSHE,FUJIAN NEBULA ELECTRONICS,Shenzhen
300652.XSHE,HANGZHOU RADICAL ENERGY SAVING TECH,Shenzhen
300655.XSHE,CRYSTAL CLEAR ELECTRONIC MATERIAL,Shenzhen
300657.XSHE,XIAMEN HONGXIN ELECTRONICS TECHNOLOGY,Shenzhen
300660.XSHE,JIANGSU LEILI MOTOR CORPORATION,Shenzhen
300661.XSHE,SG MICRO CORP,Shenzhen
300662.XSHE,BEIJING CAREER INTERNATIONAL,Shenzhen
300663.XSHE,CLIENT SERVICE INTERNATIONAL,Shenzhen
300666.XSHE,KONFOONG MATERIALS INTERNATIONAL,Shenzhen
300669.XSHE,HANGZHOU HUNING ELEVATOR PARTS,Shenzhen
300671.XSHE,FUMAN MICROELECTRONICS GROUP,Shenzhen
300672.XSHE,HUNAN GOKE MICROELECTRONICS,Shenzhen
300674.XSHE,YUSYS TECHNOLOGIES,Shenzhen
300676.XSHE,BGI GENOMICS,Shenzhen
300677.XSHE,INTCO MEDICAL TECHNOLOGY,Shenzhen
300678.XSHE,CHENGDU INFO TECH OF CHINESE ACADEMY,Shenzhen
300679.XSHE,ELECTRIC CONNECTOR TECHNOLOGY,Shenzhen
300680.XSHE,WUXI LONGSHENG TECHNOLOGY,Shenzhen
300681.XSHE,ZHUHAI ENPOWER ELECTRIC,Shenzhen
300682.XSHE,LONGSHINE TECHNOLOGY GROUP,Shenzhen
300684.XSHE,JONES TECH PLC,Shenzhen
300685.XSHE,AMOY DIAGNOSTICS,Shenzhen
300687.XSHE,GUANGZHOU SIE CONSULTING,Shenzhen
300688.XSHE,DARK HORSE TECHNOLOGY GROUP,Shenzhen
300689.XSHE,SHENZHEN CHENGTIAN WEIYE TECHNOLOGY,Shenzhen
300690.XSHE,SHANDONG SHUANGYI TECHNOLOGY,Shenzhen
300691.XSHE,UNION OPTECH,Shenzhen
300693.XSHE,SHENZHEN SINEXCEL ELECTRIC,Shenzhen
300695.XSHE,ZHEJIANG ZHAOFENG MECHANICAL AND ELEC,Shenzhen
300696.XSHE,CHENGDU ALD AVIATION MANUFACTURING CORP,Shenzhen
300697.XSHE,JIANGYIN ELECTRICAL ALLOY,Shenzhen
300698.XSHE,WANMA TECHNOLOGY,Shenzhen
300699.XSHE,WEIHAI GUANGWEI COMPOSITES,Shenzhen
300702.XSHE,ZHEJIANG TIANYU PHARMACEUTICAL,Shenzhen
300703.XSHE,CRE8 DIRECT (NINGBO),Shenzhen
300705.XSHE,HUNAN JIUDIAN PHARMACEUTICAL,Shenzhen
300706.XSHE,FUJIAN ACETRON NEW MATERIALS,Shenzhen
300708.XSHE,FOCUS LIGHTINGS TECH,Shenzhen
300709.XSHE,JIANGSU GIAN TECHNOLOGY,Shenzhen
300711.XSHE,GHT,Shenzhen
300712.XSHE,FUJIAN YONGFU POWER ENGINEERING,Shenzhen
300718.XSHE,ZHEJIANG CHANGSHENG SLIDING BEARINGS,Shenzhen
300722.XSHE,JIANGXI XINYU GUOKE TECHNOLOGY,Shenzhen
300723.XSHE,APICHOPE PHARMACEUTICAL GROUP,Shenzhen
300724.XSHE,SHENZHEN S.C NEW ENERGY TECHNOLOGY CORP,Shenzhen
300725.XSHE,"PHARMABLOCK SCIENCES (NANJING), INC.",Shenzhen
300726.XSHE,ZHUZHOU HONGDA ELECTRONICS CORP,Shenzhen
300727.XSHE,NINGBO RUNHE HIGH-TECH MATERIALS,Shenzhen
300729.XSHE,LOCTEK ERGONOMIC TECHNOLOGY,Shenzhen
300731.XSHE,SHENZHEN COTRAN NEW MATERIAL,Shenzhen
300733.XSHE,CHENGDU XILING POWER SCIENCE & TECH,Shenzhen
300735.XSHE,DBG TECHNOLOGY,Shenzhen
300737.XSHE,KESHUN WATERPROOF TECHNOLGIES,Shenzhen
300738.XSHE,GUANGDONG AOFEI DATA TECHNOLOGY,Shenzhen
300739.XSHE,SUNSHINE GLOBAL CIRCUITS,Shenzhen
300740.XSHE,SYOUNG GROUP,Shenzhen
300741.XSHE,HUABAO FLAVOURS & FRAGRANCES,Shenzhen
300747.XSHE,WUHAN RAYCUS FIBER LASER TECHNOLOGIES,Shenzhen
300748.XSHE,JL MAG RARE-EARTH,Shenzhen
300750.XSHE,CONTEMPORARY AMPEREX TECHNOLOGY,Shenzhen
300751.XSHE,SUZHOU MAXWELL TECHNOLOGIES,Shenzhen
300755.XSHE,VATS LIQUOR CHAIN STORE MANAGEMENT,Shenzhen
300756.XSHE,GUANGDONG JINMA ENTERTAINMENT,Shenzhen
300757.XSHE,ROBOTECHNIK INTELLIGENT TECHNOLOGY,Shenzhen
300758.XSHE,ANSHAN HIFICHEM,Shenzhen
300759.XSHE,PHARMARON BEIJING,Shenzhen
300760.XSHE,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONIC,Shenzhen
300761.XSHE,JIANGSU LIHUA FOODS GROUP,Shenzhen
300762.XSHE,JUSHRI TECHNOLOGIES INC,Shenzhen
300763.XSHE,GINLONG TECHNOLOGIES,Shenzhen
300765.XSHE,CSPC INNOVATION PHARMACEUTICAL,Shenzhen
300766.XSHE,MERIT INTERACTIVE,Shenzhen
300767.XSHE,QUAKESAFE TECHNOLOGIES,Shenzhen
300768.XSHE,HANGZHOU DPTECH TECHNOLOGIES,Shenzhen
300769.XSHE,SHENZHEN DYNANONIC,Shenzhen
300770.XSHE,GUANGDONG SOUTH NEW MEDIA,Shenzhen
300772.XSHE,WINDEY ENERGY TECHNOLOGY GROUP,Shenzhen
300773.XSHE,LAKALA PAYMENT,Shenzhen
300775.XSHE,XI'AN TRIANGLE DEFENSE,Shenzhen
300776.XSHE,WUHAN DR LASER TECHNOLOGY,Shenzhen
300777.XSHE,SINOFIBERS TECHNOLOGY,Shenzhen
300779.XSHE,QINGDAO HUICHENG ENVIRONMENTAL TECH GP,Shenzhen
300781.XSHE,GUANGDONG INSIGHT BRAND MARKETING GROUP,Shenzhen
300782.XSHE,MAXSCEND MICROELECTRONICS,Shenzhen
300783.XSHE,THREE SQUIRRELS,Shenzhen
300785.XSHE,BEIJING ZHIDEMAI TECHNOLOGY,Shenzhen
300788.XSHE,CITIC PRESS CORPORATION,Shenzhen
300790.XSHE,DONGGUAN YUTONG OPTICAL TECHNOLOGY,Shenzhen
300791.XSHE,SIRIO PHARMA,Shenzhen
300792.XSHE,HANGZHOU ONECHANCE TECH,Shenzhen
300793.XSHE,COSONIC INTELLIGENT TECHNOLOGIES,Shenzhen
300797.XSHE,NCS TESTING TECHNOLOGY,Shenzhen
300801.XSHE,SHANDONG TAIHE TECHNOLOGIES,Shenzhen
300802.XSHE,JUTZE INTELLIGENT TECHNOLOGY,Shenzhen
300803.XSHE,BEIJING COMPASS TECHNOLOGY DEVELOPMENT,Shenzhen
300806.XSHE,JIANGSU SIDIKE NEW MATERIALS SCI & TECH,Shenzhen
300809.XSHE,HIECISE PRECISION EQUIPMENT,Shenzhen
300810.XSHE,BEIJING ZHONGKEHAIXUN DIGITAL S&T,Shenzhen
300811.XSHE,POCO HOLDING,Shenzhen
300814.XSHE,SHEN ZHEN JOVE ENTERPRISE LIMITED,Shenzhen
300815.XSHE,EIT ENVIRONMENTAL DEVELOPMENT GROUP,Shenzhen
300820.XSHE,SICHUAN INJET ELECTRIC,Shenzhen
300821.XSHE,SHANDONG DONGYUE SILICONE MATERIAL,Shenzhen
300822.XSHE,SHENZHEN BESTEK TECHNOLOGY,Shenzhen
300825.XSHE,IAT AUTOMOBILE TECHNOLOGY,Shenzhen
300827.XSHE,SINENG ELECTRIC,Shenzhen
300832.XSHE,SHENZHEN NEW INDUSTRIES BIOMEDICAL ENG,Shenzhen
300833.XSHE,GUANGZHOU HAOYANG ELECTRONIC,Shenzhen
300835.XSHE,SINOMAG TECHNOLOGY,Shenzhen
300840.XSHE,QINGDAO KUTESMART,Shenzhen
300841.XSHE,CHENGDU KANGHUA BIOLOGICAL PRODUCTS,Shenzhen
300842.XSHE,WUXI DK ELECTRONIC MATERIALS,Shenzhen
300843.XSHE,SHENGLAN TECHNOLOGY,Shenzhen
300846.XSHE,CAPITALONLINE DATA SERVICE,Shenzhen
300847.XSHE,HG TECHNOLOGIES,Shenzhen
300848.XSHE,MIRACLL CHEMICALS,Shenzhen
300850.XSHE,LUOYANG XINQIANGLIAN SLEWING BEARING,Shenzhen
300852.XSHE,SIHUI FUJI ELECTRONICS TECHNOLOGY,Shenzhen
300855.XSHE,JIANGSU TOLAND ALLOY,Shenzhen
300856.XSHE,NANJING COSMOS CHEMICAL,Shenzhen
300857.XSHE,SHARETRONIC DATA TECHNOLOGY,Shenzhen
300859.XSHE,WESTERN REGIONS TOURISM DEVELOPMENT,Shenzhen
300860.XSHE,FUNSHINE CULTURE GROUP,Shenzhen
300861.XSHE,YANGLING METRON NEW MATERIAL,Shenzhen
300863.XSHE,NINGBO KBE ELECTRICAL TECHNOLOGY,Shenzhen
300866.XSHE,ANKER INNOVATIONS TECHNOLOGY,Shenzhen
300867.XSHE,SHENGYUAN ENVIRONMENTAL PROTECTION,Shenzhen
300869.XSHE,CONTEC MEDICAL SYSTEMS,Shenzhen
300870.XSHE,SHENZHEN HONOR ELECTRONIC,Shenzhen
300872.XSHE,TANSUN TECHNOLOGY,Shenzhen
300873.XSHE,HICHAIN LOGISTICS,Shenzhen
300879.XSHE,NINGBO DAYE GARDEN MACHINERY,Shenzhen
300882.XSHE,ZHEJIANG WELLSUN INTELLIGENT TECHNOLOGY,Shenzhen
300885.XSHE,YANGZHOU SEASHINE NEW MATERIALS,Shenzhen
300887.XSHE,PONY TESTING INTERNATIONAL GROUP,Shenzhen
300888.XSHE,WINNER MEDICAL,Shenzhen
300893.XSHE,ZHEJIANG SONGYUAN AUTOMOTIVE SAFETY SYS,Shenzhen
300894.XSHE,MARSSENGER KITCHENWARE,Shenzhen
300895.XSHE,BEIJING TOPNEW INFO&TECH,Shenzhen
300896.XSHE,IMEIK TECHNOLOGY DEVELOPMENT,Shenzhen
300900.XSHE,GUANGLIAN AVIATION INDUSTRY,Shenzhen
300903.XSHE,GUANGDONG KINGSHINE ELECTRONIC TECH,Shenzhen
300905.XSHE,POLY PLASTIC MASTERBATCH (SUZHOU),Shenzhen
300909.XSHE,SHENZHEN HUI CHUANG DA TECHNOLOGY,Shenzhen
300910.XSHE,XINXIANG RICHFUL LUBE ADDITIVE,Shenzhen
300911.XSHE,ZHEJIANG ENTIVE SMART KITCHEN APPLIANCE,Shenzhen
300913.XSHE,ZHEJIANG ZHAOLONG INTERCONNECT TECH,Shenzhen
300916.XSHE,SHENZHEN LONGTECH SMART CONTROL,Shenzhen
300917.XSHE,SHENZHEN SDG SERVICE,Shenzhen
300918.XSHE,SHANDONG NANSHAN FASHION SCI-TECH,Shenzhen
300919.XSHE,CNGR ADVANCED MATERIAL,Shenzhen
300925.XSHE,SHENZHEN FARBEN INFORMATION TECHNOLOGY,Shenzhen
300926.XSHE,JIANGSU BOJUN INDUSTRIAL TECHNOLOGY,Shenzhen
300938.XSHE,EMTEK (SHENZHEN),Shenzhen
300940.XSHE,SHEN ZHEN AUSTRALIS ELECTRONIC TECH,Shenzhen
300941.XSHE,CHASE SCIENCE,Shenzhen
300945.XSHE,MCLON JEWELLERY,Shenzhen
300946.XSHE,HENGERDA NEW MATERIALS (FUJIAN),Shenzhen
300951.XSHE,SHENZHEN BSC TECHNOLOGY,Shenzhen
300952.XSHE,JIANGSU HANVO SAFETY PRODUCT,Shenzhen
300953.XSHE,NINGBO ZHENYU TECHNOLOGY,Shenzhen
300957.XSHE,YUNNAN BOTANEE BIO-TECHNOLOGY GROUP,Shenzhen
300959.XSHE,WUXI ONLINE OFFLINE COMM INFO TECH,Shenzhen
300963.XSHE,SHANGHAI ZHONGZHOU SPECIAL ALLOY MATLS,Shenzhen
300968.XSHE,GUANGDONG GREEN PRECISION COMPONENTS,Shenzhen
300969.XSHE,NINGBO HENGSHUAI,Shenzhen
300972.XSHE,FUJIAN WANCHEN FOOD GROUP,Shenzhen
300973.XSHE,LIGAO FOODS,Shenzhen
300975.XSHE,NANJING SUNLORD ELECTRONICS,Shenzhen
300976.XSHE,DONGGUAN TARRY ELECTRONICS,Shenzhen
300978.XSHE,WINBO-DONGJIAN AUTOMOTIVE TECHNOLOGY,Shenzhen
300979.XSHE,HUALI INDUSTRIAL GROUP,Shenzhen
300981.XSHE,ZHONGHONG PULIN MEDICAL PRODUCTS,Shenzhen
300984.XSHE,ZHEJIANG JW PRECISION MACHINERY,Shenzhen
300986.XSHE,JIANGXI GETO NEW MATERIALS CORPORATION,Shenzhen
300990.XSHE,SANHE TONGFEI REFRIGERATION,Shenzhen
300991.XSHE,SHENZHEN CHUANGYITONG TECHNOLOGY,Shenzhen
300997.XSHE,HUANLEJIA FOOD GROUP,Shenzhen
300999.XSHE,YIHAI KERRY ARAWANA HOLDINGS,Shenzhen
301000.XSHE,SHANGHAI HAJIME ADVANCED MATERIAL TECH,Shenzhen
301004.XSHE,ZHEJIANG CAYI VACUUM CONTAINER,Shenzhen
301005.XSHE,ESSENCE FASTENING SYSTEMS (SHANGHAI),Shenzhen
301007.XSHE,DALIAN DEMAISHI PRECISION TECHNOLOGY,Shenzhen
301013.XSHE,SHENZHEN LIHEXING,Shenzhen
301015.XSHE,QINGDAO BAHEAL MEDICAL INC.,Shenzhen
301017.XSHE,SHUYU CIVILIAN PHARMACY CORP,Shenzhen
301018.XSHE,GUANGDONG SHENLING ENVIRONMENTAL SYS,Shenzhen
301021.XSHE,INNO LASER TECHNOLOGY,Shenzhen
301028.XSHE,XIAMEN DINGRONGYAN TECHNOLOGY,Shenzhen
301029.XSHE,DONGGUAN YIHEDA AUTOMATION,Shenzhen
301031.XSHE,XI'AN SINOFUSE ELECTRIC,Shenzhen
301035.XSHE,SHANDONG WEIFANG RAINBOW CHEMICAL,Shenzhen
301038.XSHE,SHENZHEN WATER PLANNING & DESIGN INST,Shenzhen
301039.XSHE,CIMC VEHICLES (GROUP),Shenzhen
301047.XSHE,SINO BIOLOGICAL INC.,Shenzhen
301048.XSHE,GEMAC ENGINEERING MACHINERY,Shenzhen
301050.XSHE,CHENGDU RML TECHNOLOGY,Shenzhen
301051.XSHE,SHENZHEN XINHAO PHOTOELECTRICITY TECH,Shenzhen
301052.XSHE,GUOMAI CULTURE & MEDIA,Shenzhen
301058.XSHE,COFCO TECHNOLOGY & INDUSTRY,Shenzhen
301061.XSHE,MOTOMOTION CHINA CORPORATION,Shenzhen
301069.XSHE,SHANDONG KAISHENG NEW MATERIALS,Shenzhen
301071.XSHE,HENAN LILIANG DIAMOND,Shenzhen
301076.XSHE,SINO-HIGH (CHINA),Shenzhen
301078.XSHE,KIDSWANT CHILDREN PRODUCTS,Shenzhen
301080.XSHE,ACROBIOSYSTEMS,Shenzhen
301085.XSHE,BEIJING ASIACOM INFORMATION TECHNOLOGY,Shenzhen
301086.XSHE,SHENZHEN HONGFUHAN TECHNOLOGY,Shenzhen
301087.XSHE,COFOE MEDICAL TECHNOLOGY,Shenzhen
301090.XSHE,CHINA RESOURCES CHEMICAL INNOV MATL,Shenzhen
301091.XSHE,SHENZHEN URBAN TRANSPORT PLANNING CTR,Shenzhen
301093.XSHE,JIANGSU HUALAN NEW PHARMACEUTICAL MATL,Shenzhen
301095.XSHE,SEMITRONIX CORPORATION,Shenzhen
301096.XSHE,HANGZHOU BIO-SINCERITY PHARMA-TECH,Shenzhen
301099.XSHE,SHANGHAI YCT ELECTRONICS GROUP,Shenzhen
301101.XSHE,MINGYUE OPTICAL LENS,Shenzhen
301109.XSHE,HUNAN JUNXIN ENVIRONMENTAL PROTECTION,Shenzhen
301110.XSHE,QINGMU TEC,Shenzhen
301116.XSHE,JIANGSU YIKE FOOD GROUP,Shenzhen
301120.XSHE,NEWONDER SPECIAL ELECTRIC,Shenzhen
301123.XSHE,YD ELECTRONIC TECHNOLOGY,Shenzhen
301127.XSHE,WUHAN TIANYUAN GROUP,Shenzhen
301128.XSHE,SHENZHEN QIANGRUI PRECISION TECHNOLOGY,Shenzhen
301132.XSHE,JI'AN MANKUN TECHNOLOGY,Shenzhen
301137.XSHE,HIT WELDING INDUSTRY,Shenzhen
301141.XSHE,ZHEJIANG ZHONGKE MAGNETIC INDUSTRY,Shenzhen
301150.XSHE,HUBEI ZHONGYI TECHNOLOGY INC,Shenzhen
301153.XSHE,BEIJING CTJ INFORMATION TECHNOLOGY,Shenzhen
301155.XSHE,JIANGSU HAILI WIND POWER EQUIPMENT TECH,Shenzhen
301160.XSHE,SUZHOU XIANGLOU NEW MATERIAL,Shenzhen
301162.XSHE,STATE POWER RIXIN TECH,Shenzhen
301165.XSHE,RUIJIE NETWORKS,Shenzhen
301171.XSHE,EASY CLICK WORLDWIDE NETWORK TECHNOLOGY,Shenzhen
301173.XSHE,SHANGHAI MOBITECH TECHNOLOGY,Shenzhen
301175.XSHE,BEIJING CHINA SCIENCES RUNYU ENV TECH,Shenzhen
301177.XSHE,DR CORPORATION,Shenzhen
301179.XSHE,JIANGSU ZEYU INTELLIGENT ELECTRIC POWER,Shenzhen
301180.XSHE,SUZHOU WANXIANG TECHNOLOGY,Shenzhen
301183.XSHE,HUBEI DOTI MICRO TECHNOLOGY,Shenzhen
301187.XSHE,SUZHOU ALTON ELECTRICAL & MECHANICAL,Shenzhen
