Symbol,Name,Exchange
601588.XSHG,BEIJING NORTH STAR,Shanghai
601595.XSHG,SHANGHAI FILM CORPORATION,Shanghai
601598.XSHG,SINOTRANS,Shanghai
601600.XSHG,ALUMINUM CORPORATION OF CHINA,Shanghai
601601.XSHG,CHINA PACIFIC INSURANCE,Shanghai
601606.XSHG,ANHUI GREATWALL MILITARY INDUSTRY,Shanghai
601607.XSHG,SHANGHAI PHARMACEUTICALS HOLDING,Shanghai
601608.XSHG,CITIC HEAVY INDUSTRIES,Shanghai
601609.XSHG,NINGBO JINTIAN COPPER(GROUP),Shanghai
601611.XSHG,CHINA NUCLEAR ENGINEERING CORPORATION,Shanghai
601615.XSHG,MING YANG SMART ENERGY GROUP,Shanghai
601618.XSHG,METALLURGICAL CORPORATION OF CHINA,Shanghai
601619.XSHG,JIAZE RENEWABLES,Shanghai
601628.XSHG,CHINA LIFE INSURANCE,Shanghai
601633.XSHG,GREAT WALL MOTOR,Shanghai
601636.XSHG,ZHUZHOU KIBING,Shanghai
601658.XSHG,POSTAL SAVINGS BANK OF CHINA,Shanghai
601665.XSHG,QILU BANK,Shanghai
601666.XSHG,PINGDINGSHAN TIANAN COAL MINING,Shanghai
601668.XSHG,CHINA STATE CONSTRUCTION ENGINEERING,Shanghai
601669.XSHG,POWER CONSTRUCTION CORPORATION OF CHINA,Shanghai
601677.XSHG,HENAN MINGTAI AL.INDUSTRIAL,Shanghai
601678.XSHG,BEFAR,Shanghai
601686.XSHG,TIANJIN YOU FA STEEL PIPE GROUP STOCK,Shanghai
601688.XSHG,HUATAI SECURITIES,Shanghai
601689.XSHG,NINGBO TUOPU GROUP,Shanghai
601696.XSHG,BOC INTERNATIONAL (CHINA),Shanghai
601698.XSHG,CHINA SATELLITE COMMUNICATIONS,Shanghai
601699.XSHG,SHANXI LU'AN ENVIRONMENTAL ENERGY DEV,Shanghai
601700.XSHG,CHANGSHU FENGFAN POWER EQUIPMENT,Shanghai
601702.XSHG,SHANGHAI HUAFON ALUMINIUM CORP,Shanghai
601717.XSHG,ZCZL INDUSTRIAL TECHNOLOGY GROUP,Shanghai
601718.XSHG,JIHUA,Shanghai
601727.XSHG,SHANGHAI ELECTRIC,Shanghai
601728.XSHG,CHINA TELECOM CORPORATION,Shanghai
601766.XSHG,CRRC CORPORATION,Shanghai
601777.XSHG,CHONGQING AFARI TECHNOLOGY,Shanghai
601778.XSHG,JINKO POWER TECHNOLOGY,Shanghai
601788.XSHG,EVERBRIGHT SECURITIES,Shanghai
601789.XSHG,NINGBO CONSTRUCTION,Shanghai
601799.XSHG,CHANGZHOU XINGYU AUTO LIGHTING SYS,Shanghai
601800.XSHG,CHINA COMMUNICATIONS CONSTRUCTION,Shanghai
601801.XSHG,ANHUI XINHUA MEDIA,Shanghai
601808.XSHG,CHINA OILFIELD SERVICES,Shanghai
601811.XSHG,XINHUA WINSHARE PUBLISHING AND MEDIA,Shanghai
601816.XSHG,BEIJING-SHANGHAI HIGH SPEED RAILWAY,Shanghai
601818.XSHG,CHINA EVERBRIGHT BANK,Shanghai
601825.XSHG,SHANGHAI RURAL COMMERCIAL BANK,Shanghai
601827.XSHG,CHONGQING SANFENG ENVIRONMENT GROUP,Shanghai
601828.XSHG,RED STAR MACALLINE GROUP,Shanghai
601838.XSHG,BANK OF CHENGDU,Shanghai
601857.XSHG,PETROCHINA,Shanghai
601858.XSHG,CHINA SCIENCE PUBLISHING & MEDIA,Shanghai
601860.XSHG,JIANGSU ZIJIN RURAL COMMERCIAL BANK,Shanghai
601865.XSHG,FLAT GLASS GROUP,Shanghai
601866.XSHG,COSCO SHIPPING DEVELOPMENT,Shanghai
601868.XSHG,CHINA ENERGY ENGINEERING CORPORATION,Shanghai
601869.XSHG,YANGTZE OPTICAL FIBRE AND CABLE,Shanghai
601872.XSHG,CHINA MERCHANTS ENERGY SHIPPING,Shanghai
601877.XSHG,ZHEJIANG CHINT ELECTRICS,Shanghai
601878.XSHG,ZHESHANG SECURITIES,Shanghai
601880.XSHG,LIAONING PORT,Shanghai
601881.XSHG,CHINA GALAXY SECURITIES,Shanghai
601882.XSHG,NINGBO HAITIAN PRECISION MACHINERY,Shanghai
601886.XSHG,JANGHO GROUP,Shanghai
601888.XSHG,CHINA TOURISM GROUP DUTY FREE,Shanghai
601890.XSHG,ASIAN STAR ANCHOR CHAIN,Shanghai
601898.XSHG,CHINA COAL ENERGY,Shanghai
601899.XSHG,ZIJIN MINING,Shanghai
601900.XSHG,SOUTHERN PUBLISHING AND MEDIA,Shanghai
601901.XSHG,FOUNDER SECURITIES,Shanghai
601908.XSHG,BEIJING JINGYUNTONG TECHNOLOGY,Shanghai
601916.XSHG,CHINA ZHESHANG BANK,Shanghai
601918.XSHG,CHINA COAL XINJI ENERGY,Shanghai
601919.XSHG,COSCO SHIPPING HOLDINGS,Shanghai
601921.XSHG,ZHEJIANG PUBLISHING & MEDIA,Shanghai
601928.XSHG,JIANGSU PHOENIX PUBLISHING&MEDIA,Shanghai
601929.XSHG,JISHI MEDIA,Shanghai
601933.XSHG,YONGHUI SUPERSTORES,Shanghai
601939.XSHG,CHINA CONSTRUCTION BANK,Shanghai
601949.XSHG,CHINA PUBLISHING & MEDIA HOLDINGS,Shanghai
601952.XSHG,JIANGSU PROVINCIAL AGRI RECLAM & DEV,Shanghai
601958.XSHG,JINDUICHENG MOLYBDENUM,Shanghai
601963.XSHG,BANK OF CHONGQING,Shanghai
601965.XSHG,CHINA AUTOMOTIVE ENGR RESEARCH INSTITUE,Shanghai
601966.XSHG,SHANDONG LINGLONG TYRE,Shanghai
601968.XSHG,SHANGHAI BAOSTEEL PACKAGING,Shanghai
601969.XSHG,HAINAN MINING,Shanghai
601975.XSHG,NANJING TANKER CORPORATION,Shanghai
601985.XSHG,CHINA NATIONAL NUCLEAR POWER,Shanghai
601988.XSHG,BANK OF CHINA,Shanghai
601990.XSHG,NANJING SECURITIES,Shanghai
601991.XSHG,DATANG INTERNATIONAL POWER GENERATION,Shanghai
601992.XSHG,BBMG,Shanghai
601995.XSHG,CHINA INTERNATIONAL CAPITAL CORPORATION,Shanghai
601997.XSHG,BANK OF GUIYANG,Shanghai
601998.XSHG,CHINA CITIC BANK,Shanghai
603000.XSHG,PEOPLE.CN,Shanghai
603002.XSHG,EPOXY BASE ELECTRONIC MATERIAL CORP,Shanghai
603004.XSHG,ZHEJIANG DRAGON TECHNOLOGY,Shanghai
603005.XSHG,CHINA WAFER LEVEL CSP,Shanghai
603008.XSHG,SLEEMON HEALTHY SLEEP TECHNOLOGY,Shanghai
603009.XSHG,SHANGHAI BEITE TECHNOLOGY GROUP,Shanghai
603010.XSHG,ZHEJIANG WANSHENG,Shanghai
603011.XSHG,HEFEI METALFORMING INTELLIGENT MFG,Shanghai
603013.XSHG,YAPP AUTOMOTIVE SYSTEMS,Shanghai
603015.XSHG,NINGBO TECHMATION,Shanghai
603018.XSHG,CHINA DESIGN GROUP,Shanghai
603019.XSHG,DAWNING INFORMATION INDUSTRY,Shanghai
603025.XSHG,BEIJING DAHAO TECHNOLOGY,Shanghai
603026.XSHG,SHIDA SHINGHWA ADVANCED MATERIAL GROUP,Shanghai
603027.XSHG,QIANHE CONDIMENT AND FOOD,Shanghai
603031.XSHG,ANHUI ANFU BATTERY TECHNOLOGY,Shanghai
603033.XSHG,ZHEJIANG SANWEI RUBBER ITEM,Shanghai
603035.XSHG,JIANGSU CHANGSHU AUTOMOTIVE GROUP TRIM,Shanghai
603039.XSHG,WEAVER NETWORK TECHNOLOGY,Shanghai
603040.XSHG,HANGZHOU XZB TECH,Shanghai
603043.XSHG,GUANGZHOU RESTAURANT GROUP,Shanghai
603050.XSHG,SHIJIAZHUANG KELIN ELECTRIC,Shanghai
603052.XSHG,SUZHOU K-HIRAGAWA ELECTRONIC TECHNOLOGY,Shanghai
603053.XSHG,CHENGDU GAS GROUP,Shanghai
603055.XSHG,ZHEJIANG TAIHUA NEW MATERIAL GROUP,Shanghai
603056.XSHG,DEPPON LOGISTICS,Shanghai
603057.XSHG,ZIYAN FOODS GROUP,Shanghai
603060.XSHG,CHINA TESTING & CERTIFICATION INTL GP,Shanghai
603061.XSHG,JHT DESIGN,Shanghai
603062.XSHG,MEGA P&C ADVANCED MATERIALS (SHANGHAI),Shanghai
603063.XSHG,SHENZHEN HOPEWIND ELECTRIC,Shanghai
603067.XSHG,HUBEI ZHENHUA CHEMICAL,Shanghai
603068.XSHG,BEKEN CORPORATION,Shanghai
603069.XSHG,HAINAN HAIQI TRANSPORTATION GROUP,Shanghai
603070.XSHG,WECOME INTELLIGENT MANUFACTURING,Shanghai
603071.XSHG,ZJMI ENVIRONMENTAL ENERGY,Shanghai
603075.XSHG,HANGZHOU HEATWELL ELECTRIC HEATING TECH,Shanghai
603077.XSHG,SICHUAN HEBANG BIOTECHNOLOGY,Shanghai
603078.XSHG,JIANGYIN JIANGHUA MICRO-ELEC MATERIALS,Shanghai
603081.XSHG,ZHEJIANG DAFENG INDUSTRY,Shanghai
603082.XSHG,BZS (BEIJING) TECHNOLOGY DEVELOPMENT,Shanghai
603083.XSHG,CIG SHANGHAI,Shanghai
603087.XSHG,GAN & LEE PHARMACEUTICALS,Shanghai
603088.XSHG,JDM JINGDA MACHINE(NINGBO),Shanghai
603091.XSHG,ZHEJIANG ZHONGXIN ENV PROTECT TECH GP,Shanghai
603093.XSHG,NANHUA FUTURES,Shanghai
603098.XSHG,CENTER INTERNATIONAL GROUP,Shanghai
603099.XSHG,CHANGBAI MOUNTAIN TOURISM,Shanghai
603100.XSHG,CHONGQING CHUANYI AUTOMATION,Shanghai
603103.XSHG,HENGDIAN ENTERTAINMENT,Shanghai
603105.XSHG,ZHEJIANG SUNOREN SOLAR TECHNOLOGY,Shanghai
603106.XSHG,CASHWAY FINTECH,Shanghai
603107.XSHG,SHANGHAI AUTOMOBILE AIR-CON ACCESSORIES,Shanghai
603108.XSHG,SHANGHAI RUNDA MEDICAL TECHNOLOGY,Shanghai
603109.XSHG,SENCI ELECTRIC MACHINERY,Shanghai
603111.XSHG,NANJING KANGNI MECHANICAL & ELECTRICAL,Shanghai
603112.XSHG,SHANXI HUAXIANG GROUP,Shanghai
603113.XSHG,JINNENG SCIENCE&TECHNOLOGY,Shanghai
603118.XSHG,SHENZHEN GONGJIN ELECTRONICS,Shanghai
603119.XSHG,ZHEJIANG RONGTAI ELECTRIC MATERIAL,Shanghai
603121.XSHG,SHANGHAI SINOTEC,Shanghai
603123.XSHG,BEIJING CUIWEI TOWER,Shanghai
603125.XSHG,JIANGSU EVERGREEN MATERIAL TECHNOLOGY,Shanghai
603127.XSHG,JOINN LABORATORIES (CHINA),Shanghai
603128.XSHG,CTS INTERNATIONAL LOGISTICS,Shanghai
603129.XSHG,ZHEJIANG CFMOTO POWER,Shanghai
603130.XSHG,ZHEJIANG YUNZHONGMA,Shanghai
603131.XSHG,SHANGHAI HUGONG ELECTRIC GROUP,Shanghai
603132.XSHG,JINHUI MINING INCORPORATION,Shanghai
603135.XSHG,ZHONGZHONG SCIENCE & TECH(TIANJIN),Shanghai
603153.XSHG,SHANGHAI RESEARCH INST OF BLDG SCI GP,Shanghai
603155.XSHG,XINYAQIANG SILICON CHEMISTRY,Shanghai
603156.XSHG,HEBEI YANGYUAN ZHIHUI BEVERAGE,Shanghai
603160.XSHG,SHENZHEN GOODIX TECHNOLOGY,Shanghai
603162.XSHG,FUJIAN HIGHTON DEVELOPMENT,Shanghai
603166.XSHG,GUILIN FUDA,Shanghai
603169.XSHG,LANZHOU LS HEAVY EQUIPMENT,Shanghai
603170.XSHG,SHANGHAI BOLEX FOOD TECHNOLOGY,Shanghai
603171.XSHG,SERVYOU SOFTWARE GROUP,Shanghai
603173.XSHG,HANGZHOU FORTUNE GAS CRYOGENIC GROUP,Shanghai
603178.XSHG,NINGBO SHENGLONG AUTO POWERTRAIN SYSTEM,Shanghai
603179.XSHG,JIANGSU XINQUAN AUTOMOTIVE TRIM,Shanghai
603181.XSHG,ZHEJIANG HUANGMA TECHNOLOGY,Shanghai
603185.XSHG,HONGYUAN GREEN ENERGY,Shanghai
603186.XSHG,ZHEJIANG WAZAM NEW MATERIALS,Shanghai
603187.XSHG,QINGDAO HIRON COMMERCIAL COLD CHAIN,Shanghai
603189.XSHG,SHANGHAI WONDERTEK SOFTWARE,Shanghai
603191.XSHG,CHONGQING WANGBIAN ELECTRIC (GROUP),Shanghai
603193.XSHG,RUNBEN BIOTECHNOLOGY,Shanghai
603194.XSHG,ZHEJIANG E-P EQUIPMENT,Shanghai
603195.XSHG,GONEO GROUP,Shanghai
603197.XSHG,SHANGHAI BAOLONG AUTOMOTIVE CORPORATION,Shanghai
603198.XSHG,ANHUI YINGJIA DISTILLERY,Shanghai
603200.XSHG,SHANGHAI EMPEROR OF CLEANING HI-TECH,Shanghai
603203.XSHG,QUICK INTELLIGENT EQUIPMENT,Shanghai
603206.XSHG,BESTLINK TECHNOLOGIES,Shanghai
603207.XSHG,SHANGHAI XIAO FANG PHARMACEUTICAL,Shanghai
603209.XSHG,XINGTONG SHIPPING,Shanghai
603211.XSHG,JINTUO TECHNOLOGY,Shanghai
603212.XSHG,CYBRID TECHNOLOGIES INC,Shanghai
603213.XSHG,ZHEJIANG OCEANKING DEVELOPMENT,Shanghai
603218.XSHG,RIYUE HEAVY INDUSTRY,Shanghai
603219.XSHG,NINGBO FUJIA INDUSTRIAL,Shanghai
603220.XSHG,CHINA BESTER GROUP TELECOM,Shanghai
603223.XSHG,HENGTONG LOGISTICS,Shanghai
603225.XSHG,XIN FENGMING GROUP,Shanghai
603226.XSHG,VOHRINGER HOME TECHNOLOGY,Shanghai
603227.XSHG,XINJIANG XUEFENG SCI-TECH (GROUP),Shanghai
603228.XSHG,SHENZHEN KINWONG ELECTRONIC,Shanghai
603229.XSHG,ZHEJIANG AUSUN PHARMACEUTICAL,Shanghai
603230.XSHG,INNER MONGOLIA XINHUA DISTRIBUTION GP,Shanghai
603233.XSHG,DASHENLIN PHARMACEUTICAL GROUP,Shanghai
603235.XSHG,JIANGXI TIANXIN PHARMACEUTICAL,Shanghai
603236.XSHG,QUECTEL WIRELESS SOLUTIONS,Shanghai
603256.XSHG,GRACE FABRIC TECHNOLOGY,Shanghai
603258.XSHG,HANGZHOU ELECTRONIC SOUL NETWORK TECH,Shanghai
603259.XSHG,WUXI APPTEC,Shanghai
603260.XSHG,HOSHINE SILICON INDUSTRY,Shanghai
603267.XSHG,BEIJING YUANLIU HONGYUAN ELEC TECH,Shanghai
603270.XSHG,SHANDONG GOLDEN EMPIRE PRECISION MACH,Shanghai
603275.XSHG,SHANGHAI ZHONGCHEN ELECTRONIC TECH,Shanghai
603277.XSHG,YINDU KITCHEN EQUIPMENT,Shanghai
603279.XSHG,JINGJIN EQUIPMENT,Shanghai
603281.XSHG,HUBEI JIANGHAN NEW MATERIALS,Shanghai
603283.XSHG,SUZHOU SECOTE PRECISION ELECTRONIC,Shanghai
603288.XSHG,FOSHAN HAITIAN FLAVOURING AND FOOD,Shanghai
603290.XSHG,STARPOWER SEMICONDUCTOR,Shanghai
603291.XSHG,JIANGSU UNITED WATER TECHNOLOGY,Shanghai
603296.XSHG,HUAQIN TECHNOLOGY,Shanghai
603297.XSHG,NINGBO YONG XIN OPTICS,Shanghai
603298.XSHG,HANGCHA GROUP,Shanghai
603299.XSHG,JIANG SU SUYAN JINGSHEN,Shanghai
603300.XSHG,ZHEJIANG HAIKONG NANKE HUATIE DIGITAL,Shanghai
603301.XSHG,ZHENDE MEDICAL,Shanghai
603303.XSHG,HENGDIAN GROUP TOSPO LIGHTING,Shanghai
603305.XSHG,NINGBO XUSHENG GROUP,Shanghai
603306.XSHG,HMT(XIAMEN) NEW TECHNICAL MATERIALS,Shanghai
603308.XSHG,ANHUI YINGLIU ELECTROMECHANICAL,Shanghai
603310.XSHG,ZHEJIANG WEIHUA NEW MATERIAL,Shanghai
603312.XSHG,SUZHOU WEST DEANE NEW POWER ELECTRIC,Shanghai
603313.XSHG,HEALTHCARE,Shanghai
603317.XSHG,SICHUAN TEWAY FOOD GROUP,Shanghai
603319.XSHG,HUNAN MEIHU INTELLIGENT MANUFACTURING,Shanghai
603322.XSHG,SUPER TELECOM,Shanghai
603323.XSHG,JIANGSU SUZHOU RURAL COMMERCIAL BANK,Shanghai
603325.XSHG,SHANGHAI BLOOM TECHNOLOGY,Shanghai
603327.XSHG,SICHUAN FURONG TECHNOLOGY,Shanghai
603328.XSHG,GUANGDONG ELLINGTON ELECTRONICS TECH,Shanghai
603333.XSHG,SUNWAY,Shanghai
603337.XSHG,JACK TECHNOLOGY,Shanghai
603338.XSHG,ZHEJIANG DINGLI MACHINERY,Shanghai
603341.XSHG,SHANGHAI LONGCHEER TECHNOLOGY,Shanghai
603344.XSHG,CINDERSON TECH (SUZHOU),Shanghai
603345.XSHG,FUJIAN ANJOY FOODS,Shanghai
603348.XSHG,WENCAN GROUP,Shanghai
603355.XSHG,KINGCLEAN ELECTRIC,Shanghai
603357.XSHG,ANHUI TRANSPORT CONSULTING&DESIGN INST,Shanghai
603358.XSHG,HUADA AUTOMOTIVE TECHNOLOGY,Shanghai
603360.XSHG,DALIANBIO-CHEM,Shanghai
603363.XSHG,FUJIAN AONONG BIOLOGICAL TECHNOLOGY GP,Shanghai
603366.XSHG,SOLAREAST HOLDINGS,Shanghai
603367.XSHG,CISEN PHARMACEUTICAL,Shanghai
603368.XSHG,GUANGXI LIUYAO GROUP,Shanghai
603369.XSHG,JIANGSU KING'S LUCK BREWERY JOINT-STOCK,Shanghai
603373.XSHG,ANBANG SAVE-GUARD GROUP,Shanghai
603379.XSHG,ZHEJIANG SANMEI CHEMICAL INDUSTRY,Shanghai
603380.XSHG,SUZHOU ETRON TECHNOLOGIES,Shanghai
603381.XSHG,YONZ TECHNOLOGY,Shanghai
603383.XSHG,FUJIAN APEX SOFTWARE,Shanghai
603387.XSHG,GETEIN BIOTECH,Shanghai
603392.XSHG,BEIJING WANTAI BIOLOGICAL PHARMACY,Shanghai
603393.XSHG,XINJIANG XINTAI NATURAL GAS,Shanghai
603395.XSHG,CNSIG ANHUI HONGSIFANG FERTILIZER,Shanghai
603399.XSHG,JINZHOU YONGSHAN LITHIUM,Shanghai
603408.XSHG,RUNNER(XIAMEN),Shanghai
603416.XSHG,WUXI XINJE ELECTRIC,Shanghai
603429.XSHG,ANHUI GENUINE NEW MATERIALS,Shanghai
603439.XSHG,GUIZHOU SANLI PHARMACEUTICAL,Shanghai
603444.XSHG,G-BITS NETWORK TECHNOLOGY (XIAMEN),Shanghai
603456.XSHG,ZHEJIANG JIUZHOU PHARMACEUTICAL,Shanghai
603466.XSHG,SHANGHAI FENGYUZHU CULTURE TECHNOLOGY,Shanghai
603477.XSHG,LESHAN GIANTSTAR FARMING&HUSBANDRY CORP,Shanghai
603486.XSHG,ECOVACS ROBOTICS,Shanghai
603489.XSHG,BAFANG ELECTIC (SUZHOU),Shanghai
603496.XSHG,EMBEDWAY TECHNOLOGIES (SHANGHAI) CORP,Shanghai
603499.XSHG,SHANGHAI SUNGLOW PACKAGING TECHNOLOGY,Shanghai
603501.XSHG,OMNIVISION INTEGRATED CIRCUITS GROUP,Shanghai
603505.XSHG,CHINA KINGS RESOURCES GROUP,Shanghai
603508.XSHG,HENAN THINKER AUTOMATIC EQUIPMENT,Shanghai
603511.XSHG,AIMER,Shanghai
603515.XSHG,OPPLE LIGHTING,Shanghai
603516.XSHG,BEIJING TRICOLOR TECHNOLOGY,Shanghai
603528.XSHG,DUOLUN TECHNOLOGY CORPORATION,Shanghai
603529.XSHG,AIMA TECHNOLOGY GROUP,Shanghai
603530.XSHG,JIANGSU SHEMAR ELECTRIC,Shanghai
603533.XSHG,IREADER TECHNOLOGY,Shanghai
603535.XSHG,GUANGZHOU JIACHENG INTL LOGISTICS,Shanghai
603538.XSHG,NINGBO MENOVO PHARMACEUTICAL,Shanghai
603556.XSHG,HEXING ELECTRICAL,Shanghai
603565.XSHG,SHANGHAI ZHONGGU LOGISTICS,Shanghai
603566.XSHG,"PULIKE BIOLOGICAL ENGINEERING,INC",Shanghai
603567.XSHG,HEILONGJIANG ZBD PHARMACEUTICAL,Shanghai
603568.XSHG,ZHEJIANG WEIMING ENVIRONMENT PROTECTION,Shanghai
603569.XSHG,BEIJING CHANGJIU LOGISTICS,Shanghai
603579.XSHG,SHANGHAI RONGTAI HEALTH TECHNOLOGY,Shanghai
603583.XSHG,ZHEJIANG JIECANG LINEAR MOTION TECH,Shanghai
603587.XSHG,DAZZLE FASHION,Shanghai
603588.XSHG,BEIJING GEOENVIRON ENGINEERING & TECH,Shanghai
603589.XSHG,ANHUI KOUZI DISTILLERY,Shanghai
603590.XSHG,BEIJING KONRUNS PHARMACEUTICAL,Shanghai
603596.XSHG,BETHEL AUTOMOTIVE SAFETY SYSTEMS,Shanghai
603599.XSHG,ANHUI GUANGXIN AGROCHEMICAL,Shanghai
603605.XSHG,PROYA COSMETICS,Shanghai
603606.XSHG,NINGBO ORIENT WIRES & CABLES,Shanghai
603609.XSHG,WELLHOPE FOODS,Shanghai
603610.XSHG,KEESON TECHNOLOGY CORPORATION,Shanghai
603611.XSHG,NOBLELIFT INTELLIGENT EQUIPMENT,Shanghai
603612.XSHG,SUNSTONE DEVELOPMENT,Shanghai
603613.XSHG,BEIJING UNITED INFORMATION TECHNOLOGY,Shanghai
603615.XSHG,CHAHUA MODERN HOUSEWARES,Shanghai
603618.XSHG,HANGZHOU CABLE,Shanghai
603619.XSHG,ZHONGMAN PETROLEUM AND NATURAL GAS GP,Shanghai
603626.XSHG,KUNSHANKERSEN SCIENCE & TECHNOLOGY,Shanghai
603629.XSHG,JIANGSU LETTALL ELECTRONIC,Shanghai
603630.XSHG,LAFANG CHINA,Shanghai
603636.XSHG,LINEWELL SOFTWARE,Shanghai
603638.XSHG,YANTAI EDDIE PRECISION MACHINERY,Shanghai
603639.XSHG,HAILIR PESTICIDES AND CHEMICALS GROUP,Shanghai
603650.XSHG,RED AVENUE NEW MATERIALS GROUP,Shanghai
603658.XSHG,AUTOBIO DIAGNOSTICS,Shanghai
603659.XSHG,SHANGHAI PUTAILAI NEW ENERGY TECH GP,Shanghai
603661.XSHG,HENGLIN HOME FURNISHINGS,Shanghai
603662.XSHG,KELI SENSING TECHNOLOGY (NINGBO),Shanghai
603663.XSHG,SANXIANG ADVANCED MATERIALS,Shanghai
603666.XSHG,YIJIAHE TECHNOLOGY,Shanghai
603667.XSHG,ZHEJIANG XCC GROUP,Shanghai
603668.XSHG,FUJIAN TIANMA SCIENCE AND TECHNOLOGY GP,Shanghai
603676.XSHG,XIZANG WEIXINKANG PHARMACEUTICAL,Shanghai
603678.XSHG,FUJIAN TORCH ELECTRON TECHNOLOGY,Shanghai
603680.XSHG,KTK GROUP,Shanghai
603683.XSHG,SHANGHAI SMITH ADHESIVE NEW MATERIAL,Shanghai
603686.XSHG,FULONGMA GROUP,Shanghai
603688.XSHG,JIANGSU PACIFIC QUARTZ,Shanghai
603690.XSHG,PNC PROCESS SYSTEMS,Shanghai
603693.XSHG,JIANGSU NEW ENERGY DEVELOPMENT,Shanghai
603697.XSHG,YOUYOU FOODS,Shanghai
603698.XSHG,CHANGZHENG ENGINEERING TECHNOLOGY,Shanghai
603699.XSHG,NEWAY VALVE (SUZHOU),Shanghai
603707.XSHG,NANJING KING-FRIEND BIOCHEMICAL PHARMA,Shanghai
603708.XSHG,JIAJIAYUE GROUP,Shanghai
603711.XSHG,XIANGPIAOPIAO FOOD,Shanghai
603712.XSHG,TIANJIN 712 COMMUNICATION&BROADCASTING,Shanghai
603713.XSHG,MILKYWAY INTEL SUPPLY CHAIN SERVICE GP,Shanghai
603716.XSHG,THALYS MEDICAL TECHNOLOGY GROUP,Shanghai
603718.XSHG,SHANGHAI HILE BIO-TECHNOLOGY,Shanghai
603719.XSHG,BESTORE,Shanghai
603728.XSHG,SHANGHAI MOONS' ELECTRIC,Shanghai
603730.XSHG,SHANGHAI DAIMAY AUTOMOTIVE INTERIOR,Shanghai
603733.XSHG,XIANHE,Shanghai
603737.XSHG,SKSHU PAINT,Shanghai
603738.XSHG,TKD SCIENCE AND TECHNOLOGY,Shanghai
603757.XSHG,ZHEJIANG DAYUAN PUMPS INDUSTRY,Shanghai
603758.XSHG,CHONGQING QIN'AN M&E PLC.,Shanghai
603766.XSHG,LONCIN MOTOR,Shanghai
603767.XSHG,ZHEJIANG ZOMAX TRANSMISSION,Shanghai
603773.XSHG,WG TECH (JIANGXI) GROUP,Shanghai
603776.XSHG,YOUON TECHNOLOGY,Shanghai
603786.XSHG,KEBODA TECHNOLOGY,Shanghai
603799.XSHG,ZHEJIANG HUAYOU COBALT,Shanghai
603800.XSHG,JIANGSU HONGTIAN TECHNOLOGY,Shanghai
603801.XSHG,ZBOM HOME COLLECTION,Shanghai
603806.XSHG,HANGZHOU FIRST APPLIED MATERIAL,Shanghai
603809.XSHG,CHENGDU HAONENG TECHNOLOGY,Shanghai
603815.XSHG,ANHUI GOURGEN TRAFFIC CONSTRUCTION,Shanghai
603816.XSHG,JASON FURNITURE (HANGZHOU),Shanghai
603823.XSHG,LILY GROUP,Shanghai
603826.XSHG,FUJIAN KUNCAI MATERIAL TECHNOLOGY,Shanghai
603833.XSHG,OPPEIN HOME GROUP,Shanghai
603848.XSHG,GUANGDONG HOTATA TECHNOLOGY GROUP,Shanghai
603855.XSHG,WAROM TECHNOLOGY INCORPORATED COMPANY,Shanghai
603858.XSHG,SHANDONG BUCHANG PHARMACEUTICALS,Shanghai
603859.XSHG,NANCAL TECHNOLOGY,Shanghai
603861.XSHG,GUANGZHOU BAIYUN ELECTRIC EQUIPMENT,Shanghai
603866.XSHG,TOLY BREAD,Shanghai
603867.XSHG,ZHEJIANG XINHUA CHEMICAL,Shanghai
603868.XSHG,SHANGHAI FLYCO ELECTRICAL APPLIANCE,Shanghai
603871.XSHG,JIA YOU INTERNATIONAL LOGISTICS,Shanghai
603876.XSHG,JIANGSU DINGSHENG NEW MATERIAL,Shanghai
603877.XSHG,NINGBO PEACEBIRD FASHION,Shanghai
603881.XSHG,SHANGHAI ATHUB,Shanghai
603882.XSHG,GUANGZHOU KINGMED DIAGNOSTICS GROUP,Shanghai
603883.XSHG,LBX PHARMACY CHAIN JOINT STOCK,Shanghai
603885.XSHG,JUNEYAO AIRLINES,Shanghai
603887.XSHG,SHANGHAI CDXJ DIGITAL TECHNOLOGY,Shanghai
603888.XSHG,XINHUANET,Shanghai
603889.XSHG,ZHEJIANG XINAO TEXTILES INC.,Shanghai
603890.XSHG,SUZHOU CHUNQIU ELECTRONIC TECHNOLOGY,Shanghai
603893.XSHG,ROCKCHIP ELECTRONICS,Shanghai
603896.XSHG,ZHEJIANG SHOUXIANGU PHARMACEUTICAL,Shanghai
603897.XSHG,ZHEJIANG GRANDWALL ELECTRIC SCI&TECH,Shanghai
603899.XSHG,SHANGHAI M&G STATIONERY,Shanghai
603901.XSHG,HANGZHOU YOUNGSUN INTELLIGENT EQUIPMENT,Shanghai
603906.XSHG,JIANGSU LOPAL TECH GROUP,Shanghai
603915.XSHG,JIANGSU GUOMAO REDUCER,Shanghai
603918.XSHG,SHANGHAI GOLDEN BRIDGE INFOTECH,Shanghai
603919.XSHG,JINHUI LIQUOR,Shanghai
603920.XSHG,OLYMPIC CIRCUIT TECHNOLOGY,Shanghai
603927.XSHG,SINOSOFT,Shanghai
603929.XSHG,L&K ENGINEERING (SUZHOU),Shanghai
603931.XSHG,HANGZHOU GREENDA ELECTRONIC MATERIALS,Shanghai
603936.XSHG,BOMIN ELECTRONICS,Shanghai
603938.XSHG,TANGSHAN SUNFAR SILICON INDUSTRIES,Shanghai
